ID,CISControlID,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,Namespace,Property,ClassName,DefaultValue,RecommendedValue,Operator,Severity,ControlProfile,AutoRemediate,RequiresReboot,SystemImpact,UserImpact,RollbackComplexity,BusinessJustification
SHA250,4.8,System Services,Windows Event Collector (Wecsvc),service,Wecsvc,,,,,,Manual,Disabled,=,Medium,All,Yes,No,3,2,2,Disable event collection service
SHA251,4.8,System Services,Windows Mobile Hotspot Service (icssvc),service,icssvc,,,,,,Manual,Disabled,=,Medium,All,Yes,No,3,2,2,Disable mobile hotspot service
SHA252,4.8,System Services,Windows PushToInstall Service (PushToInstall),service,PushToInstall,,,,,,Manual,Disabled,=,Medium,All,Yes,No,1,1,2,Disable push install service
SHA253,4.8,System Services,Windows Remote Management (WS-Management) (WinRM),service,WinRM,,,,,,Manual,Disabled,=,Medium,All,Yes,No,3,2,2,Disable WinRM service
SHA254,4.8,System Services,WinHTTP Web Proxy Auto-Discovery Service (WinHttpAutoProxySvc),service,WinHttpAutoProxySvc,,,,,,Manual,Disabled,=,Medium,All,Yes,No,3,2,2,Disable web proxy auto-discovery
SHA255,4.8,System Services,World Wide Web Publishing Service (W3SVC),service,W3SVC,,,,,,,Disabled,=,Medium,Server,Yes,No,3,2,2,Disable web publishing service
SHA256,5.1,User Rights Assignment,Access Credential Manager as a trusted caller,accesschk,SeTrustedCredManAccessPrivilege,,,,,,,,=,Medium,All,No,No,8,2,3,Prevent credential manager access privilege
SHA257,5.1,User Rights Assignment,Act as part of the operating system,accesschk,SeTcbPrivilege,,,,,,,,=,Medium,All,No,No,8,2,3,Prevent trusted computer base privilege
SHA258,5.1,User Rights Assignment,Create a pagefile,accesschk,SeCreatePagefilePrivilege,,,,,,BUILTIN\Administrators,BUILTIN\Administrators,=,Medium,All,No,No,3,2,3,Restrict pagefile creation privilege
SHA259,5.1,User Rights Assignment,Create permanent shared objects,accesschk,SeCreatePermanentPrivilege,,,,,,,,=,Medium,All,No,No,8,2,3,Prevent permanent object creation
SHA260,5.1,User Rights Assignment,Create symbolic links,accesschk,SeCreateSymbolicLinkPrivilege,,,,,,BUILTIN\Administrators,BUILTIN\Administrators,=,Medium,All,No,No,3,2,3,Restrict symbolic link creation
SHA261,5.1,User Rights Assignment,Increase scheduling priority,accesschk,SeIncreaseBasePriorityPrivilege,,,,,,Window Manager\Window Manager Group;BUILTIN\Administrators,Window Manager\Window Manager Group;BUILTIN\Administrators,=,Medium,All,No,No,3,2,3,Restrict process priority changes
SHA262,5.1,User Rights Assignment,Log on as a batch job,accesschk,SeBatchLogonRight,,,,,,BUILTIN\Performance Log Users;BUILTIN\Backup Operators;BUILTIN\Administrators,BUILTIN\Administrators,=,Medium,All,No,No,3,2,3,Restrict batch logon rights
SHA263,5.1,User Rights Assignment,Modify an object label,accesschk,SeReLabelPrivilege,,,,,,,,=,Medium,All,No,No,8,2,3,Prevent object label modification
SHA264,5.1,User Rights Assignment,Profile system performance,accesschk,SeSystemProfilePrivilege,,,,,,NT SERVICE\WdiServiceHost;BUILTIN\Administrators,NT SERVICE\WdiServiceHost;BUILTIN\Administrators,=,Medium,All,No,No,3,2,3,Restrict system profiling privilege
SHA265,4.8,Windows Firewall,Windows Firewall: Domain: Firewall state,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile,EnableFirewall,,,,0,1,=,High,All,Yes,No,7,5,3,Enable domain firewall profile
SHA266,4.8,Windows Firewall,Windows Firewall: Domain: Inbound connections,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile,DefaultInboundAction,,,,1,1,=,Medium,All,Yes,No,7,5,3,Block domain inbound by default
SHA267,4.8,Windows Firewall,Windows Firewall: Domain: Outbound connections,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile,DefaultOutboundAction,,,,0,0,=,Medium,All,Yes,No,7,5,3,Allow domain outbound by default
SHA268,8.2,Windows Firewall,Windows Firewall: Domain: Settings: Display a notification,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile,DisableNotifications,,,,0,0,=,Low,All,Yes,No,1,1,2,Disable firewall notifications in domain
SHA269,4.8,Windows Firewall,Windows Firewall: Private: Firewall state,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile,EnableFirewall,,,,0,1,=,High,All,Yes,No,7,5,3,Enable private firewall profile
SHA270,4.8,Windows Firewall,Windows Firewall: Private: Inbound connections,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile,DefaultInboundAction,,,,1,1,=,Medium,All,Yes,No,7,5,3,Block private inbound by default
SHA271,4.8,Windows Firewall,Windows Firewall: Private: Outbound connections,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile,DefaultOutboundAction,,,,0,0,=,Medium,All,Yes,No,7,5,3,Allow private outbound by default
SHA272,8.2,Windows Firewall,Windows Firewall: Private: Settings: Display a notification,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile,DisableNotifications,,,,0,0,=,Low,All,Yes,No,1,1,2,Disable firewall notifications in private
SHA273,4.8,Windows Firewall,Windows Firewall: Public: Firewall state,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,EnableFirewall,,,,0,1,=,High,All,Yes,No,7,5,3,Enable public firewall profile
SHA274,4.8,Windows Firewall,Windows Firewall: Public: Inbound connections,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,DefaultInboundAction,,,,1,1,=,Medium,All,Yes,No,7,5,3,Block public inbound by default
SHA275,4.8,Windows Firewall,Windows Firewall: Public: Outbound connections,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,DefaultOutboundAction,,,,0,0,=,Medium,All,Yes,No,7,5,3,Allow public outbound by default
SHA276,8.2,Windows Firewall,Windows Firewall: Public: Settings: Display a notification,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,DisableNotifications,,,,0,0,=,Low,All,Yes,No,1,1,2,Disable firewall notifications in public
SHA277,3.8,Administrative Templates,Prevent enabling lock screen camera,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Personalization,NoLockScreenCamera,,,,0,1,=,Medium,All,Yes,No,1,1,2,Disable lock screen camera access
SHA278,8.2,Advanced Audit Policy Configuration,Audit Security System Extension,auditpol,Security System Extension,,,,,,No Auditing,Success and Failure,=,High,All,Yes,No,1,1,2,Monitor security system extensions
SHA279,8.2,Advanced Audit Policy Configuration,Audit System Integrity,auditpol,System Integrity,,,,,,No Auditing,Success and Failure,=,High,All,Yes,No,1,1,2,Monitor system integrity violations
SHA280,8.2,Advanced Audit Policy Configuration,Audit Logon Events,auditpol,Logon,,,,,,No Auditing,Success and Failure,=,Medium,All,Yes,No,1,1,2,Monitor user logon events
SHA281,8.2,Advanced Audit Policy Configuration,Audit Special Logon,auditpol,Special Logon,,,,,,No Auditing,Success and Failure,=,Medium,All,Yes,No,1,1,2,Monitor privileged logon events
SHA282,8.2,Advanced Audit Policy Configuration,Audit Object Access Events,auditpol,File System,,,,,,No Auditing,Success and Failure,=,Medium,All,Yes,No,1,1,2,Monitor file system access events
SHA283,8.2,Advanced Audit Policy Configuration,Audit Registry Events,auditpol,Registry,,,,,,No Auditing,Success and Failure,=,Medium,All,Yes,No,1,1,2,Monitor registry access events
SHA284,8.2,Advanced Audit Policy Configuration,Audit Kernel Object Events,auditpol,Kernel Object,,,,,,No Auditing,Success and Failure,=,Medium,All,Yes,No,1,1,2,Monitor kernel object access
SHA285,8.2,Advanced Audit Policy Configuration,Audit SAM Events,auditpol,SAM,,,,,,No Auditing,Success and Failure,=,Medium,All,Yes,No,1,1,2,Monitor SAM database access
SHA286,8.2,Advanced Audit Policy Configuration,Audit Certification Services,auditpol,Certification Services,,,,,,No Auditing,Success and Failure,=,Medium,DomainController,Yes,No,1,1,2,Monitor certificate services events
SHA287,8.2,Advanced Audit Policy Configuration,Audit Privilege Use Events,auditpol,Sensitive Privilege Use,,,,,,No Auditing,Success and Failure,=,Medium,All,Yes,No,1,1,2,Monitor sensitive privilege usage
SHA288,8.2,Advanced Audit Policy Configuration,Audit Non Sensitive Privilege Use,auditpol,Non Sensitive Privilege Use,,,,,,No Auditing,Success and Failure,=,Low,All,Yes,No,1,1,2,Monitor non-sensitive privilege usage
SHA289,8.2,Advanced Audit Policy Configuration,Audit Detailed Tracking Events,auditpol,Process Creation,,,,,,No Auditing,Success and Failure,=,Medium,All,Yes,No,1,1,2,Monitor detailed process creation
SHA290,8.2,Advanced Audit Policy Configuration,Audit Process Termination,auditpol,Process Termination,,,,,,No Auditing,Success and Failure,=,Low,All,Yes,No,1,1,2,Monitor process termination events
SHA291,8.2,Advanced Audit Policy Configuration,Audit DPAPI Activity,auditpol,DPAPI Activity,,,,,,No Auditing,Success and Failure,=,Medium,All,Yes,No,1,1,2,Monitor data protection API usage
SHA292,8.2,Advanced Audit Policy Configuration,Audit RPC Events,auditpol,RPC Events,,,,,,No Auditing,Success and Failure,=,Medium,All,Yes,No,1,1,2,Monitor remote procedure calls
SHA293,8.2,Advanced Audit Policy Configuration,Audit Plug and Play Events,auditpol,Plug and Play Events,,,,,,No Auditing,Success and Failure,=,Medium,All,Yes,No,1,1,2,Monitor device plug and play events
SHA294,8.2,Advanced Audit Policy Configuration,Audit Token Right Adjusted Events,auditpol,Token Right Adjusted Events,,,,,,No Auditing,Success and Failure,=,Medium,All,Yes,No,1,1,2,Monitor token privilege adjustments
SHA295,8.2,Advanced Audit Policy Configuration,Audit DS Access,auditpol,Directory Service Access,,,,,,No Auditing,Success and Failure,=,Medium,DomainController,Yes,No,1,1,2,Monitor directory service access
SHA296,8.2,Advanced Audit Policy Configuration,Audit DS Changes,auditpol,Directory Service Changes,,,,,,No Auditing,Success and Failure,=,High,DomainController,Yes,No,1,1,2,Monitor directory service changes
SHA297,8.2,Advanced Audit Policy Configuration,Audit DS Replication,auditpol,Directory Service Replication,,,,,,No Auditing,Success and Failure,=,Medium,DomainController,Yes,No,1,1,2,Monitor AD replication events
SHA298,3.8,Administrative Templates,Prevent enabling lock screen slideshow,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Personalization,NoLockScreenSlideshow,,,,0,1,=,Medium,All,Yes,No,1,1,2,Disable lock screen slideshow
SHA299,3.8,Administrative Templates,Allow Input Personalization,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\InputPersonalization,AllowInputPersonalization,,,,1,0,=,Medium,All,Yes,No,1,1,2,Disable input personalization data collection
SHA300,8.2,Administrative Templates,Configure Windows SmartScreen,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,EnableSmartScreen,,,,0,1,=,Medium,All,Yes,No,1,1,2,Enable Windows SmartScreen protection
SHA301,3.8,Administrative Templates,Turn off location,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\LocationAndSensors,DisableLocation,,,,0,1,=,Medium,All,Yes,No,1,1,2,Disable location services
SHA302,3.8,Administrative Templates,Turn off sensors,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\LocationAndSensors,DisableSensors,,,,0,1,=,Medium,All,Yes,No,1,1,2,Disable sensor data collection
SHA303,5.1,Administrative Templates,Apply UAC restrictions to local accounts on network logons,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,LocalAccountTokenFilterPolicy,,,,1,0,=,Medium,All,Yes,No,3,2,2,Apply UAC to local network logons
SHA304,4.8,Administrative Templates,Configure SMB v1 client driver,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\mrxsmb10,Start,,,,3,4,=,High,All,Yes,No,1,1,2,Disable SMB v1 client driver
SHA305,4.8,Administrative Templates,Configure SMB v1 server,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters,SMB1,,,,1,0,=,High,All,Yes,No,1,1,2,Disable SMB v1 server
SHA306,5.1,Administrative Templates,MSS: (AutoAdminLogon) Enable Automatic Logon,Registry,,HKLM:\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon,AutoAdminLogon,,,,0,0,=,High,All,Yes,No,7,2,3,Disable automatic administrator logon
SHA307,12.6,Administrative Templates,MSS: (DisableIPSourceRouting) IP source routing protection level,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters,DisableIPSourceRouting,,,,1,2,=,Medium,All,Yes,No,1,1,2,Disable IP source routing
SHA308,12.6,Administrative Templates,MSS: (EnableICMPRedirect) Allow ICMP redirects to override OSPF generated routes,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters,EnableICMPRedirect,,,,1,0,=,Medium,All,Yes,No,1,1,2,Disable ICMP redirects
SHA309,12.6,Administrative Templates,MSS: (KeepAliveTime) How often keep-alive packets are sent,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters,KeepAliveTime,,,,7200000,300000,=,Medium,All,Yes,No,1,1,2,Reduce TCP keep-alive time
SHA310,12.6,Administrative Templates,MSS: (NoNameReleaseOnDemand) Allow the computer to ignore NetBIOS name release requests,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\NetBT\Parameters,NoNameReleaseOnDemand,,,,0,1,=,Medium,All,Yes,No,1,1,2,Ignore NetBIOS name release requests
SHA311,12.6,Administrative Templates,MSS: (PerformRouterDiscovery) Allow IRDP to detect and configure Default Gateway addresses,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters,PerformRouterDiscovery,,,,2,0,=,Medium,All,Yes,No,1,1,2,Disable IRDP router discovery
SHA312,2.7,Administrative Templates,MSS: (SafeDllSearchMode) Enable Safe DLL search mode,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager,SafeDllSearchMode,,,,0,1,=,High,All,Yes,No,1,1,2,Enable safe DLL search mode
SHA313,5.1,Administrative Templates,MSS: (ScreenSaverGracePeriod) The time in seconds before the screen saver grace period expires,Registry,,HKLM:\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon,ScreenSaverGracePeriod,,,,5,0,=,Medium,All,Yes,No,1,1,2,Remove screen saver grace period
SHA314,12.6,Administrative Templates,MSS: (TcpMaxDataRetransmissions IPv6) How many times unacknowledged data is retransmitted,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\TCPIP6\Parameters,TcpMaxDataRetransmissions,,,,5,3,=,Medium,All,Yes,No,1,1,2,Limit IPv6 data retransmissions
SHA315,12.6,Administrative Templates,MSS: (TcpMaxDataRetransmissions) How many times unacknowledged data is retransmitted,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters,TcpMaxDataRetransmissions,,,,5,3,=,Medium,All,Yes,No,1,1,2,Limit IPv4 data retransmissions
SHA316,8.2,Administrative Templates,MSS: (WarningLevel) Percentage threshold for the security event log at which the system will generate a warning,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\Eventlog\Security,WarningLevel,,,,90,90,<=,Medium,All,Yes,No,1,1,2,Set security log warning threshold
SHA317,2.7,Administrative Templates,Set the default behavior for AutoRun,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer,NoAutorun,,,,0,1,=,Medium,All,Yes,No,1,1,2,Disable AutoRun for all drives
SHA318,2.7,Administrative Templates,Turn off Autoplay,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer,NoDriveTypeAutoRun,,,,0,255,=,Medium,All,Yes,No,1,1,2,Disable autoplay for all drive types
SHA319,2.7,Administrative Templates,Configure Attachment Manager: Do not preserve zone information in file attachments,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Attachments,SaveZoneInformation,,,,2,1,=,Medium,All,Yes,No,1,1,2,Preserve zone information in attachments
SHA320,2.7,Administrative Templates,Configure Attachment Manager: Notify antivirus programs when opening attachments,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Attachments,ScanWithAntiVirus,,,,1,3,=,Medium,All,Yes,No,1,1,2,Enable antivirus scanning of attachments
SHA321,9.2,Administrative Templates,Configure Windows Defender SmartScreen: Turn off SmartScreen Filter,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Internet Explorer\PhishingFilter,EnabledV9,,,,1,1,=,Medium,All,Yes,No,1,1,2,Enable Internet Explorer SmartScreen
SHA322,5.1,Administrative Templates,Configure Enhanced anti-spoofing,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Biometrics\FacialFeatures,EnhancedAntiSpoofing,,,,0,1,=,Medium,All,Yes,No,1,1,2,Enable enhanced biometric anti-spoofing
SHA323,12.6,Administrative Templates,Turn off Microsoft Peer-to-Peer Networking Services,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Peernet,Disabled,,,,0,1,=,Medium,All,Yes,No,3,2,2,Disable peer-to-peer networking
SHA324,2.7,Administrative Templates,Turn off downloading of print drivers over HTTP,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Printers,DisableWebPnPDownload,,,,0,1,=,Medium,All,Yes,No,1,1,2,Disable HTTP printer driver downloads
SHA325,2.7,Administrative Templates,Turn off Internet download for Web publishing and online ordering wizards,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer,NoWebServices,,,,0,1,=,Medium,All,Yes,No,1,1,2,Disable web service downloads
SHA326,8.11,Administrative Templates,Enable Windows NTP Client,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\W32Time\TimeProviders\NtpClient,Enabled,,,,0,1,=,Medium,All,Yes,No,3,2,2,Enable NTP client for time sync
SHA327,8.11,Administrative Templates,Enable Windows NTP Server,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\W32Time\TimeProviders\NtpServer,Enabled,,,,0,1,=,Medium,DomainController,Yes,No,3,2,2,Enable NTP server on domain controllers
SHA328,10.5,Microsoft Defender Exploit Guard,"ASR: Block executable files from running unless they meet a prevalence, age, or trusted list criterion",MpPreferenceAsr,01443614-cd74-433a-b99e-2ecdc07bfc25,,,,,,0,1,=,Medium,All,Yes,No,3,2,3,Block execution of low-reputation files
SHA329,10.5,Microsoft Defender Exploit Guard,ASR: Use advanced protection against ransomware,MpPreferenceAsr,c1db55ab-c21a-4637-bb3f-a12568109d35,,,,,,0,1,=,High,All,Yes,No,3,2,3,Enable advanced ransomware protection
SHA330,10.5,Microsoft Defender Exploit Guard,ASR: Block process creations originating from PSExec and WMI commands,MpPreferenceAsr,d1e49aac-8f56-4280-b9ba-993a6d77406c,,,,,,0,1,=,Medium,All,Yes,No,3,2,3,Block PSExec and WMI process creation
SHA331,10.5,Microsoft Defender Exploit Guard,ASR: Block untrusted and unsigned processes that run from USB,MpPreferenceAsr,b2b3f03d-6a65-4f7b-a9c7-1c7ef74a9ba4,,,,,,0,1,=,Medium,All,Yes,No,3,2,3,Enhanced USB executable blocking
SHA332,10.5,Microsoft Defender Exploit Guard,ASR: Block Webshell creation for Servers,MpPreferenceAsr,a8f5898e-1dc8-49a9-9878-85004b8a61e6,,,,,,0,1,=,High,Server,Yes,No,3,2,3,Prevent webshell creation on servers
SHA333,3.8,Windows Features,Turn off Microsoft Consumer Experiences,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\CloudContent,DisableWindowsConsumerFeatures,,,,0,1,=,Medium,All,Yes,No,1,1,2,Disable consumer features and suggestions
SHA334,3.8,Windows Features,Do not show Windows tips,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\CloudContent,DisableSoftLanding,,,,0,1,=,Low,All,Yes,No,1,1,2,Disable Windows tips and suggestions
SHA335,3.8,Windows Features,Turn off the advertising ID,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\AdvertisingInfo,DisabledByGroupPolicy,,,,0,1,=,Medium,All,Yes,No,1,1,2,Enhanced advertising ID blocking
SHA336,5.1,Windows Features,Disable Windows Hello for Business,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\PassportForWork,Enabled,,,,0,0,=,Medium,All,Yes,No,3,2,2,Disable Windows Hello for Business
SHA337,3.8,Windows Features,Turn off Windows Location Provider,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\LocationAndSensors,DisableWindowsLocationProvider,,,,0,1,=,Medium,All,Yes,No,1,1,2,Disable Windows location provider
SHA338,10.3,Platform Specific,Configure Credential Guard: Enable Credential Guard,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,EnableVirtualizationBasedSecurity,,,,0,1,=,High,Server,Yes,No,5,2,3,Enable virtualization-based security
SHA339,10.3,Platform Specific,Configure Credential Guard: Require UEFI Memory Attributes,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,RequirePlatformSecurityFeatures,,,,0,1,=,High,Server,Yes,No,5,2,3,Require UEFI memory protection
SHA340,10.3,Platform Specific,Configure Credential Guard: Credential Guard Configuration,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,LsaCfgFlags,,,,0,1,=,High,Server,Yes,No,5,2,3,Enable Credential Guard on member servers
SHA341,10.3,Platform Specific,Configure Credential Guard: Secure Boot and DMA Protection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,HVCIMATRequired,,,,0,1,=,High,Server,Yes,No,5,2,3,Require hypervisor-protected code integrity
SHA342,5.2,Platform Specific,LAPS: Enable Local Admin Password Solution,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS,AdmPwdEnabled,,,,0,1,=,High,Server,Yes,No,3,2,2,Enable LAPS for local admin passwords
SHA343,5.2,Platform Specific,LAPS: Password Settings: Password Complexity,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS,PasswordComplexity,,,,0,4,=,Medium,Server,Yes,No,3,2,2,Enhanced LAPS password complexity
SHA344,5.2,Platform Specific,LAPS: Password Settings: Password Length,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS,PasswordLength,,,,8,15,>=,Medium,Server,Yes,No,3,2,2,Enhanced LAPS password length
SHA345,5.2,Platform Specific,LAPS: Password Settings: Password Age (Days),Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS,PasswordAgeDays,,,,0,30,<=,Medium,Server,Yes,No,3,2,2,Enhanced LAPS password rotation
SHA346,10.5,Platform Specific,Windows Defender Application Guard: Turn on Application Guard for managed devices,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\AppHVSI,AllowAppHVSI_ProviderSet,,,,0,1,=,Medium,Endpoint,Yes,No,3,2,3,Enable Application Guard for managed devices
SHA347,10.5,Platform Specific,Windows Defender Application Guard: Turn on clipboard sharing,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\AppHVSI,AppHVSIClipboardSettings,,,,0,1,=,Medium,Endpoint,Yes,No,3,2,3,Enable controlled clipboard sharing
SHA348,10.5,Platform Specific,Configure Attack Surface Reduction rules: Set the state for each ASR rule,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR,ExploitGuard_ASR_Rules,,,,0,1,=,Medium,All,Yes,No,3,2,3,Enable centralized ASR rule management
SHA349,10.5,Platform Specific,Windows Security: Prevent modification of virus protection settings,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender Security Center\Virus and threat protection,DisallowModification,,,,0,1,=,Medium,All,Yes,No,1,1,2,Prevent unauthorized antivirus changes
SHA350,10.5,Platform Specific,Windows Security: Prevent modification of firewall settings,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender Security Center\Firewall and network protection,DisallowModification,,,,0,1,=,Medium,All,Yes,No,1,1,2,Prevent unauthorized firewall changes
SHA351,4.8,Platform Specific,Configure Windows Defender Firewall: Enable Logging for Dropped Packets,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\StandardProfile\Logging,LogDroppedPackets,,,,0,1,=,Medium,All,Yes,No,1,1,2,Enhanced firewall logging
SHA352,4.8,Platform Specific,Configure Windows Defender Firewall: Enable Logging for Successful Connections,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\StandardProfile\Logging,LogSuccessfulConnections,,,,0,1,=,Medium,All,Yes,No,1,1,2,Log successful firewall connections
SHA353,3.8,Platform Specific,BitLocker Drive Encryption: Choose drive encryption method and cipher strength,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\FVE,EncryptionMethodWithXtsOs,,,,0,7,=,High,All,Yes,No,3,2,3,Use AES 256-bit XTS encryption
SHA354,3.8,Platform Specific,BitLocker Drive Encryption: Require additional authentication at startup,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\FVE,UseAdvancedStartup,,,,0,1,=,High,All,Yes,No,3,2,3,Require TPM + PIN for BitLocker
SHA355,7.3,Platform Specific,Windows Update: Configure Automatic Updates,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\AU,NoAutoUpdate,,,,1,0,=,Medium,All,Yes,No,3,2,2,Enable automatic updates
SHA356,7.3,Platform Specific,Windows Update: Do not allow update deferral policies to cause scans against Windows Update,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate,DeferQualityUpdates,,,,1,0,=,Medium,All,Yes,No,3,2,2,Prevent quality update deferrals
SHA376,10.5,Enhanced Microsoft Defender,Configure Microsoft Defender Antivirus: Turn on behavior monitoring,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection,DisableBehaviorMonitoring,,,,1,0,=,High,All,Yes,No,1,1,2,Enable behavior monitoring
SHA377,10.5,Enhanced Microsoft Defender,Configure Microsoft Defender Antivirus: Turn on real-time protection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection,DisableRealtimeMonitoring,,,,1,0,=,High,All,Yes,No,1,1,2,Enable real-time protection
SHA378,10.5,Enhanced Microsoft Defender,Configure Microsoft Defender Antivirus: Scan all downloaded files and attachments,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection,DisableIOAVProtection,,,,1,0,=,High,All,Yes,No,1,1,2,Enable download scanning
SHA379,10.5,Enhanced Microsoft Defender,Configure Microsoft Defender Antivirus: Turn off real-time protection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection,DisableOnAccessProtection,,,,1,0,=,High,All,Yes,No,1,1,2,Enable on-access protection
SHA380,10.5,Enhanced Microsoft Defender,Configure Microsoft Defender Antivirus: Configure removal of items from Quarantine folder,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Quarantine,PurgeItemsAfterDelay,,,,0,90,=,Medium,All,Yes,No,1,1,2,Auto-purge quarantine after 90 days
SHA381,10.5,Enhanced Microsoft Defender,Configure Microsoft Defender Antivirus: Configure detection for potentially unwanted applications,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender,PUAProtection,,,,0,1,=,Medium,All,Yes,No,1,1,2,Enable PUA protection
SHA382,10.5,Enhanced Microsoft Defender,Configure Microsoft Defender Antivirus: Turn on network protection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\Network Protection,EnableNetworkProtection,,,,0,1,=,High,All,Yes,No,1,1,2,Enable network protection
